"Name","Industry","annual_sales","annual_profit","latest_quarter_sales","latest_quarter_profit","q_sales_growth_pct","total_assets","total_debt","roe","stock_price"
"Anand Rayons","Trading","344.26","3.13","94.59","1.92","10.33","74.2","28.99","9.02","46.96"
"Anant Raj","Construction","1483.3","265.93","442.59","84.01","57.98","4868.27","626.74","8.05","441.75"
"Andhra Cements","Cement - South India","268.11","-65.61","91.84","-18.78","0","1081.91","675.36","-26.96","96.7"
"Andhra Paper","Paper","1800.58","339.74","364.38","38.41","-38.26","2450.95","114.49","19.55","580.35"
"Andhra Petrochem","Chemicals","788.67","63.4","278.46","43.93","71.42","696.37","83.69","11.94","116.0"
"Andhra Sugars","Chlor Alkali / Soda Ash","1894.04","75.99","433.24","26.11","-19.62","2075.1","30.97","5.06","116.4"
"Andrew Yule & Co","Diversified - Medium / Small","309.86","-47.47","76.57","-22.21","-5.63","710.61","113.9","-12.94","44.6"
"Aneri Fincap","Finance & Investments","0.98","-34.02","0.01","-33.05","-99.33","0.04","32.48","0","6.82"
"ANG Lifesciences","Pharmaceuticals - Indian - Bulk Drugs & Formln","131.37","-8.65","34.08","-3.6","6.9","217.43","59.35","-8.51","51.3"
"Angel Fibers","Textiles - Products","189.26","0.05","94.53","-0.5","39.43","89.23","47.33","0.19","24.0"
"Angel One","Finance & Investments","4271.68","1125.53","1357.28","339.94","64.37","13253.73","2541.12","43.29","2552.7"
"ANI Integrated","Miscellaneous","187.5","5.66","52.91","1.93","22.02","105.16","24.22","11.43","133.0"
"Anik Industries","Construction","100.6","0.3","56.34","-3.13","255.91","436.26","7.34","0.72","50.62"
"Anjani Finance","Finance & Investments","0.86","0.65","0.11","0.02","173.33","15.07","0.0","3.46","13.48"
"Anjani Foods","Food - Processing - Indian","51.59","1.23","12.7","0.27","13.19","36.91","8.96","8.96","44.06"
"Anjani Portland","Cement - South India","623.9","-39.32","157.88","-4.56","18.75","1000.74","426.73","-12.44","202.0"
"Anjani Synth.","Textiles - Processing","254.24","4.26","63.93","1.69","-21.52","164.4","43.78","5.28","49.6"
"Anka India","Computers - Software - Medium / Small","0.0","0.42","0.0","0.1","0","15.67","5.98","6.33","15.49"
"Ankit Met.Power","Steel - Medium / Small","818.0","-256.79","146.87","-76.06","-25.51","1177.79","1104.91","0","4.0"
"Anlon Tech","Miscellaneous","35.02","4.52","17.43","2.3","12.29","44.21","3.48","17.88","555.0"
"Anmol India","Trading","1501.24","20.9","402.88","3.91","8.85","282.4","85.3","23.3","35.2"
"Anna Infrastruct","Construction","1.68","0.6","0.21","0.07","-27.59","10.5","0.0","6.08","28.75"
"Annapurna Swadi.","Food - Processing - Indian","264.97","14.22","133.84","7.65","0","231.93","57.22","23.8","340.0"
"ANS Industries","Food - Processing - Indian","0.0","-0.37","0.0","0.31","0","9.48","1.59","-6.85","11.18"
"Ansal Buildwell","Construction","41.37","14.51","2.79","-5.02","-38.82","517.93","31.97","12.53","123.9"
"Ansal Housing","Construction","464.82","7.93","146.78","19.67","191.58","1857.89","446.7","3.05","14.79"
"Ansal Properties","Construction","597.51","-46.47","189.9","-33.02","-35.95","5914.31","475.79","0","9.5"
"Antarctica","Packaging","0.84","-0.43","0.21","-0.23","0.0","19.25","2.84","-2.85","1.5"
"Antony Waste han","Miscellaneous","872.89","99.89","210.18","30.16","4.17","1462.0","446.85","16.27","545.0"
"Anuh Pharma","Pharmaceuticals - Indian - Bulk Drugs","647.0","60.06","163.89","15.36","4.18","445.68","2.69","22.56","228.5"
"Anupam Finserv","Finance & Investments","3.17","0.94","0.78","0.21","13.04","18.2","2.36","6.23","2.01"
"Anupam Rasayan","Chemicals","1475.07","167.43","401.01","40.47","-16.45","4601.66","1070.02","5.01","766.45"
"Anuroop Packagin","Packaging","27.85","4.08","14.89","1.91","189.13","42.95","14.52","17.13","23.15"
"Anzen IYEP Trust","Power Generation And Supply","250.67","-29.73","62.26","-8.89","-0.62","2093.05","744.18","-2.1","101.8"
"Apar Inds.","Electric Equipment","16152.98","825.11","4455.11","236.22","9.08","9615.76","475.61","27.0","8532.15"
"Apcotex Industri","Miscellaneous","1124.55","53.88","310.58","15.31","21.27","922.05","188.35","10.8","440.1"
"Apeejay Surrend.","Hotels","578.97","68.77","155.68","18.43","8.05","1476.12","99.9","7.84","180.55"
"Apex Frozen Food","Aquaculture","804.1","14.6","161.64","-0.36","-23.7","633.31","106.89","2.96","223.5"
"Apis India","Food - Processing - Indian","316.11","32.57","79.02","2.97","2.58","264.58","60.43","24.73","230.75"
"APL Apollo Tubes","Steel - Large","18118.8","732.44","4765.74","170.44","7.55","7186.79","1144.25","22.16","1624.7"
"Aplab","Electronics - Components","49.54","0.8","17.61","0.49","-4.76","71.34","25.97","0","95.36"
"APM Industries","Textiles - Spinning - Synthetic / Blended","299.85","4.17","62.52","0.77","-20.29","251.42","28.88","2.45","58.6"
"Apollo Finvest","Finance & Investments","19.97","8.01","6.94","0.76","-1.14","72.95","6.33","14.29","853.2"
"Apollo Hospitals","Healthcare","19059.2","935.0","4943.9","258.4","14.92","16753.1","5332.6","13.67","6135.0"
"Apollo Micro Sys","Electronics - Components","371.63","31.67","135.44","13.13","26.76","954.9","199.73","7.39","108.65"
"Apollo Pipes","Plastics Products","977.14","42.44","245.79","6.52","-2.44","823.68","61.55","8.23","633.55"
"Apollo Sindoori","Hotels","519.41","11.07","135.3","1.72","0.64","315.92","87.24","8.68","1490.4"
"Apollo Tyres","Tyres","25377.72","1721.87","6258.2","354.08","0.17","26957.35","4905.1","13.25","541.4"
"Apoorva Leasing","Finance & Investments","3.68","1.95","0.75","-0.28","-17.58","146.11","0.0","1.36","33.99"
"Apt Packaging","Plastics Products","12.71","-2.52","3.15","0.17","-29.84","20.26","21.45","0","40.02"
"Aptech","Computers - Education","436.81","29.04","104.06","2.75","-41.69","408.76","8.47","13.15","220.2"
"Aptus Value Hou.","Finance - Housing","1365.18","611.9","374.54","164.03","25.47","9004.4","5199.61","17.22","345.0"
"Arabian Petrol.","Chemicals","261.85","6.81","143.74","3.34","0","99.06","35.12","34.18","84.2"
"Aravali Sec","Finance & Investments","0.02","-0.44","0.0","-0.09","0","3.48","3.64","0","6.41"
"Arcee Industries","Steel - Medium / Small","1.07","-0.73","0.06","-0.25","-98.26","8.17","0.25","-18.18","6.1"
"Archean Chemical","Chemicals","1329.58","322.35","283.39","59.64","-25.89","1991.03","39.07","19.45","683.0"
"Archidply Decor","Miscellaneous","47.25","0.03","14.79","0.15","-13.56","78.97","22.0","0.06","91.95"
"Archidply Inds.","Miscellaneous","435.67","7.1","121.39","0.43","6.4","326.71","148.26","6.59","100.0"
"Archies","Trading","80.08","-8.21","21.8","-8.62","5.47","171.47","56.24","-7.95","26.74"
"Archit Organosys","Chemicals","113.19","3.34","30.99","1.79","-33.43","108.24","26.44","1.27","55.4"
"ARCL Organics","Chemicals","190.72","11.3","57.57","5.04","23.97","157.24","29.15","18.87","71.89"
"Arex Industries","Textiles - Products","51.01","2.54","13.48","0.03","24.01","50.16","10.49","8.37","150.0"
"Arfin India","Aluminium and Aluminium Products","535.16","8.22","136.8","2.18","-9.93","285.29","119.72","8.91","45.06"
"Arham Tech","Electronics - Consumer","54.69","4.86","27.61","3.17","0","48.17","19.72","25.54","140.0"
"Aries Agro","Fertilizers","519.43","18.4","106.79","-6.28","15.26","517.5","73.55","7.31","265.15"
"Arigato Universe","Engineering","1.71","0.24","0.88","0.05","193.33","11.09","0.0","2.3","89.49"
"Arih.Found.Hsg.","Construction","124.08","13.51","45.45","0.9","233.95","442.41","117.9","7.31","206.2"
"Arihant Academy","Miscellaneous","30.32","1.55","14.75","2.45","0","35.47","0.0","7.88","125.0"
"Arihant Capital","Finance & Investments","235.14","70.51","63.73","24.66","117.51","780.48","99.28","24.35","72.1"
"Arihant Super.","Construction","504.44","63.62","155.35","16.31","137.57","1191.01","477.39","26.88","340.55"
"Arihant's Secur.","Finance & Investments","2.81","1.04","0.34","-0.84","179.07","41.84","0.0","3.41","21.6"
"Aris Interna.","Computers - Software - Medium / Small","0.35","0.13","0.06","0.06","200.0","0.85","0.26","25.0","60.37"
"Aristo Bio-Tech","Pesticides / Agrochemicals - Indian","245.15","3.9","112.32","1.32","0","127.29","20.88","12.93","90.35"
"Arman Financial","Finance & Investments","661.46","173.57","182.85","50.82","22.46","2635.06","1724.93","29.52","2151.95"
"Arman Holdings","Trading","4.39","0.02","0.76","0.01","-26.92","6.81","0.0","0.33","60.54"
"Arnold Holdings","Finance & Investments","208.2","8.82","63.09","6.41","44.54","140.79","60.1","15.43","49.0"
"Aro Granite Inds","Miscellaneous","155.09","1.31","32.9","0.36","-29.94","444.59","188.75","0.68","58.54"
"Arrow Greentech","Plastics Products","148.51","29.33","50.62","10.03","5.15","145.35","1.24","26.06","571.3"
"Arrowhead Sepera","Engineering","24.76","2.04","11.85","1.02","0","24.79","1.8","82.93","142.05"
"Arshiya","Miscellaneous","147.38","-303.65","38.74","-59.63","4.39","1732.18","1013.48","-104.14","5.49"
"ARSS Infra","Construction","373.47","-33.6","75.4","-21.87","-29.78","1602.08","1625.06","0","22.29"
"Art Nirman Ltd","Construction","34.29","1.18","13.38","0.22","14.55","53.18","2.92","3.4","67.48"
"Artefact Project","Miscellaneous","24.17","5.23","7.12","0.22","36.14","98.17","10.08","9.08","74.57"
"Artemis Electri.","Electric Equipment","69.88","12.51","13.97","1.37","-32.67","127.78","23.91","8.93","31.82"
"Artemis Medicare","Healthcare","845.23","49.15","216.87","13.92","15.95","948.03","304.9","11.46","178.75"
"Artson Engg.","Engineering - Turnkey Services","128.12","6.05","24.88","1.32","-15.09","151.07","63.68","0","165.8"
"Aruna Hotels","Hotels","17.32","-4.5","6.21","-0.51","293.04","179.82","114.72","-15.62","10.77"
"Arunis Abode","Construction","1.22","0.39","0.27","0.15","-83.83","7.99","0.87","6.22","47.49"
"Arunjyoti Bio","Trading","20.43","-0.35","8.7","1.26","590.48","53.99","51.41","-18.04","86.24"
"Arvee Laborat.","Chemicals","30.35","1.05","6.14","0.12","-51.11","38.56","1.0","3.67","187.0"
"Arvind & Company","Shipping","14.15","5.27","8.09","3.18","0","44.79","11.72","57.66","47.0"
"Arvind Fashions.","Trading","4259.12","137.11","1093.85","39.67","3.66","3606.97","1147.92","7.07","518.65"
"Arvind Ltd","Textiles - Cotton/Blended","7737.75","352.63","2074.51","104.42","10.3","7260.37","1447.99","9.72","376.3"
"Arvind SmartSp.","Construction","341.18","51.09","117.37","19.5","26.64","2102.39","110.22","8.65","710.3"
"Aryaman Capital","Finance & Investments","31.89","6.46","12.59","3.72","0","90.92","46.26","22.58","133.35"
"Aryaman Fin.Serv","Finance & Investments","66.15","27.51","6.27","1.28","-49.92","160.25","46.26","27.37","320.0"
"Aryan Share","Finance & Investments","0.39","0.51","0.29","0.01","211.54","17.28","0.0","3.41","21.1"
"Asahi India Glas","Glass & Glass Products","4356.72","325.05","1105.01","73.25","3.04","5499.61","1967.53","14.68","681.6"
"Asahi Songwon","Dyes And Pigments","426.24","15.64","125.97","0.91","1.77","574.74","197.2","-2.98","486.75"
"Asarfi Hospital","Healthcare","84.4","4.16","0","0","0","0","0","0","61.59"
"Ascensive Educa.","Miscellaneous","20.9","1.32","12.11","0.66","0","21.72","2.47","18.64","58.0"
"Ascom Leasing &","Finance & Investments","12.33","4.97","6.09","2.42","0","49.37","2.43","12.57","110.6"
"Ashapura Minech.","Mining / Minerals / Metals","2653.81","281.7","440.08","67.37","-36.79","3310.69","983.58","25.0","426.0"
"Ashapuri Gold","Diamond Cutting / Jewellery","165.07","7.43","50.7","3.08","67.94","95.44","1.82","8.61","7.72"
"Ashiana Agro Ind","Trading","0.97","0.12","0.24","0.05","33.33","2.56","0.0","4.88","21.6"
"Ashiana Housing","Construction","943.8","83.4","289.67","17.38","159.86","2405.64","148.15","10.9","420.8"
"Ashiana Ispat","Steel - Medium / Small","321.84","1.47","90.0","0.39","-37.13","173.37","101.33","3.88","46.1"
"Ashika Credit","Finance & Investments","18.38","10.7","-6.53","-6.41","-8062.5","94.9","25.12","17.06","82.1"
"Ashima","Textiles - Cotton/Blended","329.44","96.41","146.25","95.82","283.25","544.18","123.9","35.89","47.14"
"Ashirwad Cap.","Finance & Investments","1.88","1.55","0.15","0.19","400.0","19.19","0.0","9.63","5.87"
"Ashirwad Steels","Finance & Investments","4.4","2.26","0.86","0.9","168.75","80.94","0.0","2.84","46.02"
"Ashish Polyplast","Plastics Products","15.94","0.84","3.98","0.07","4.74","8.22","0.08","13.87","73.77"
"Ashnisha Indus.","Trading","12.47","0.96","6.8","0.2","-27.89","93.8","3.77","1.64","6.08"
"Ashnoor Textile","Textiles - Products","129.1","7.44","35.48","2.45","-0.53","156.24","75.64","12.31","43.2"
"Ashok Leyland","Automobiles - LCVs / HCVs","45790.64","2696.34","13577.58","933.69","2.84","67660.46","40802.18","28.85","241.9"
"Ashoka Buildcon","Engineering - Turnkey Services","9798.46","521.23","3051.87","254.31","24.65","19124.37","5450.13","22.2","225.7"
"Ashoka Metcast","Trading","66.25","4.79","39.39","3.57","104.62","137.92","12.79","4.65","20.19"
"Ashoka Refinerie","Trading","1.48","0.02","0.45","0.02","2.27","2.91","0.15","0.73","12.69"
"Ashram Online","Construction","0.36","-0.01","0.08","0.13","-11.11","14.11","0.32","-0.08","7.03"
"Ashtasidhhi Ind","Textiles - Products","0.78","-0.39","0.57","-0.42","533.33","10.22","0.0","-3.76","14.0"
"Asi Industries","Mining / Minerals / Metals","144.69","25.11","45.52","12.47","6.08","369.73","29.0","7.98","29.13"
"Asia Pack","Construction","0.08","0.37","0.06","0.03","500.0","38.07","0.0","1.39","53.8"
"Golkonda Alumin.","Trading","0.0","1.44","0.0","-0.12","-100.0","8.16","0.0","19.46","15.5"
"Asian Energy","Oil Drilling / Allied Services","305.06","25.55","118.73","14.67","313.84","384.45","22.37","11.36","320.45"
"Asian Granito","Ceramics - Tiles / Sanitaryware","1530.59","-19.9","423.63","-5.47","-7.05","1906.84","248.21","-0.97","74.6"
"Asian Hotels (E)","Hotels","108.47","31.71","33.61","19.28","19.57","604.57","333.58","11.83","143.13"
"Asian Hotels (N)","Hotels","298.09","-87.5","83.59","-15.21","14.26","1702.95","1052.42","-73.75","135.5"
"Asian Paints","Paints / Varnishes","35494.73","5557.69","8730.76","1275.3","-0.64","29900.77","2474.38","31.44","2918.0"
"Asian Petroprod.","Trading","0.0","-1.04","0.0","-0.39","-100.0","3.79","3.72","0","15.19"
"Asian Star Co.","Diamond Cutting / Jewellery","3523.3","77.58","986.34","18.58","-8.53","2712.65","741.41","5.25","790.0"
"Asian Tea & Exp","Trading","41.88","0.1","18.56","-1.08","66.16","93.93","24.57","0.17","16.98"
"Asian Warehous.","Miscellaneous","1.63","0.15","0.39","0.06","2.63","35.26","7.56","0.57","58.9"
"Asit C Mehta Fin","Finance & Investments","42.4","-11.12","14.03","0.07","52.33","192.11","92.88","-83.92","168.9"
"ASK Automotive","Auto Ancillaries","2994.55","173.77","782.51","47.76","37.61","1568.45","345.87","23.8","370.15"
"ASL Industries","Auto Ancillaries","0.0","0.36","0.0","-0.12","0","35.0","0.0","1.44","53.0"
"ASM Technologies","Computers - Software - Medium / Small","201.65","-7.14","44.59","-3.39","-14.15","238.16","82.42","-4.02","1188.0"
"Aspinwall & Co","Miscellaneous","295.64","10.68","77.89","5.64","18.86","250.48","23.49","5.93","283.0"
"Aspira Pathlab","Healthcare","13.2","-2.67","3.82","-0.5","12.02","14.71","2.78","-29.73","32.98"
"Aspire & Innovat","Trading","383.99","9.31","207.41","5.38","0","116.94","13.05","60.03","101.95"
"Assam Entrade","Finance & Investments","7.27","1.34","2.2","0.52","9.45","65.92","0.0","2.18","327.6"
"Assoc.Alcohols","Breweries & Distilleries","759.8","50.62","242.22","12.25","31.08","618.78","107.99","12.88","666.95"
"Associated","Miscellaneous","3.59","0.54","0","0","0","2.96","0.1","125.58","217.75"
"Associated Cera.","Refractories / Intermediates","40.55","0.86","10.13","0.28","-46.06","47.53","7.04","3.45","310.4"
"Astec Lifescienc","Pesticides / Agrochemicals - Indian","458.18","-46.89","153.75","-0.96","21.09","974.93","493.89","-11.89","1311.0"
"Aster DM Health.","Healthcare","3698.9","211.56","973.59","-2.17","20.65","17991.31","1383.75","2.9","346.7"
"Astra Microwave","Telecommunications - Equipment","908.82","121.07","353.96","54.4","36.96","1474.14","237.64","15.05","960.0"
"Astral","Plastics Products","5641.4","545.6","1625.1","181.3","7.89","4497.9","119.4","18.5","2379.2"
"Astrazeneca Phar","Pharmaceuticals - Multinational","1295.53","161.51","383.2","39.48","34.6","1078.03","4.59","22.99","6233.45"
"Astron Paper","Paper","310.79","-8.78","78.4","-4.98","-14.35","292.87","80.0","-5.61","22.48"
"Atal Realtech","Construction","40.83","2.14","24.54","1.23","44.69","57.56","9.21","5.84","7.48"
"Atam Valves","Engineering","52.6","5.83","17.25","2.68","-12.88","49.77","12.87","20.81","197.05"
"Atharv Enter","Trading","8.16","0.18","0.13","0.06","-83.95","32.69","0.27","0.91","2.8"
"Athena Construc.","Construction","0.75","-0.17","0.0","-0.35","0","12.11","3.4","-2.29","6.33"
"Athena Global","Computers - Software - Medium / Small","13.78","205.1","3.92","220.6","88.46","326.06","74.82","216.18","104.16"
"Atishay","Computers - Software - Medium / Small","43.26","5.55","17.47","2.53","156.91","48.25","2.13","14.04","127.85"
"Atlantaa","Engineering - Turnkey Services","132.77","538.74","91.37","223.84","2260.98","464.37","241.54","0","44.66"
"Atmastco Ltd","Engineering - Turnkey Services","224.01","16.35","147.84","10.09","0","290.87","70.9","29.62","323.4"
"Atul","Chemicals","4725.68","324.12","1212.15","58.79","1.42","6476.28","236.55","6.6","6559.05"
"Atul Auto","Automobiles - Scooters And 3 - Wheelers","527.29","7.07","160.14","4.88","6.57","655.32","144.46","1.84","716.55"
"ATV Projects","Engineering","61.53","6.46","19.2","1.52","40.76","267.38","50.6","3.31","26.75"
"AU Small Finance","Banks - Private Sector","10554.71","1534.72","2829.5","370.74","24.38","90216.12","75663.64","14.52","673.2"
"Aurangabad Dist.","Breweries & Distilleries","130.7","20.93","67.29","11.63","0","184.12","62.46","31.49","271.0"
"Ceinsys Tech","Computers - Software - Medium / Small","252.94","35.0","78.27","11.61","7.29","326.08","9.08","16.19","535.0"
